CHLAMYDIA_CASES,SINGLE_PARENT_HOUSEHOLDS,LBW_BIRTHS,INJURY_DEATHS,DRUG_POISONING_DEATHS,LIMITED_TO_HEALTHYFOOD,PRIMARY_CARE_PHYSICIANS,PREMATURE_DEATHS,CHILD_TOTAL_DEATHS,DENTISTS,TEEN_BIRTHS,CHILDREN_IN_POVERTY,PREMATURE_TOTAL_DEATHS,MEDICARE_ENROLLEES,NOT_PROFICIENT_IN_ENGLISH,SEVERE_HOUSING_PROBLEMS,DRIVING_DEATHS,UNEMPLOYED,DIABETICS,UNINSURED_CHILDREN,MOTOR_VEHICLE_DEATHS,LABOR_FORCE,SOME_COLLEGE,PCT_NOT_PROFICIENT_IN_ENGLISH,SOME_COLLEGE_POPULATION,MAMMO_MEDICARE_ENROLLEES,DRIVE_ALONE,AGE_65_AND_GREATER,ALC_IMPAIRED_DRIVING_DEATHS,WORKERS,UNINSURED_ADULTS,HOUSEHOLDS,TEEN_POPULATION,UNINSURED,LIVE_BIRTHS,COHORT_SIZE,POPULATION,PCT_NO_SOCIAL_EMO_SUPPORT,PCT_RURAL,PCT_SEVERE_HOUSING_PROBLEMS,TEEN_BIRTH_RATE,HIV_RATE,GRADUATION_RATE,PCT_FOOD_INSECURITY,DRUG_POISONING_MORTALITY_RATE,DENTISTS_RATIO,FOOD_ENVIR_INDEX,PRIMARY_CARE_PHYS_RATIO,PCT_ALC_IMPAIRED,PCT_SINGLE_PARENT_HOUSEHOLDS,PCT_UNINSURED_CHILDREN,INJURY_DEATHS_RATE,CHLAMYDIA_RATE,OTHER_PCP_RATE_PREV,NON_HISPANIC,State,COUNTY,STATE_SHORT,VIOLENT_CRIME_RATE,HOMICIDE_RATE,FUND_AMOUNT,FUNDED_IND,ANNUAL_VIOLENT_CRIMES
7,653,36,26,0,339.2256359,9,111,28,5,66,390,111,1177,37,360,2,609,159,133,40,3719,832,0.440948635,2277,112,2234,18.06979155,1,2644,957,1769,1860,1074,578,116,8683,18,100,10.7946027,35.48387097,1119,79.89224138,19.3,0,1929,6.926690711,1065,50,36.91351046,7.142857143,58.5,79.5,1172,74.01655141,MICHIGAN,BARAGA,MI,323.2870998,0,0,0,15.5
105,3048,297,178,39,536.465007,23,621,34,16,431,2280,621,4776,232,2740,42,1818,631,620,74,28898,8030,0.416039022,13704,366,22056,15.94507544,14,26051,5507,14374,14422,6063,4636,634,58990,17,77.12808206,11.99387174,29.88489807,1036,79.58990536,9.5,9.360711414,709,9.182389269,88,33.33333333,21.20495339,4.259704569,59.7,178.5,1653,95.33392154,MICHIGAN,BARRY,MI,175.2220143,0,0,0,102.6666667
340,7341,658,325,96,6993.537413,60,1349,54,68,859,4410,1349,13302,363,5390,64,4405,1649,926,84,51768,16329,0.357674231,25385,1089,39159,17.26001777,26,46134,10883,23577,24656,11704,8434,1367,106935,22.8,30.31149382,12.15469613,34.83939001,1262,75.38441844,12.2,12.64047718,1829,8.066302419,1697,40.625,31.13627688,3.809602172,60.1,317.4,1381,91.00798896,MICHIGAN,BAY,MI,309.3986432,2.370089471,0,0,332.3333333
47,1111,94,58,0,0,7,204,28,6,89,699,204,3189,64,1140,14,832,343,268,18,8291,2084,0.384823522,3707,245,6095,22.75407959,4,7638,2030,3569,3425,2273,1238,202,17465,18.8,100,15.47861507,25.98540146,1119,79.17079208,12.8,0,317,8.618548232,49,28.57142857,31.12916783,7.245201406,65.5,269.4,1918,94.85962605,MICHIGAN,BENZIE,MI,118.0682511,0,0,0,20.66666667
1069,13661,1181,474,135,13164.60863,131,2011,101,80,1747,10844,2011,21110,1830,9450,105,6528,2536,1765,155,72468,22861,1.244491595,36672,1643,55838,16.88313353,34,67721,18887,36122,37583,20443,14076,2103,156067,22.3,32.85696977,15.09343555,46.48378256,392,77.68116976,15.6,12.22362165,2072,7.191360516,1240,32.38095238,37.81905764,4.687417008,60.3,681.1,1943,75.81810862,MICHIGAN,BERRIEN,MI,379.1286053,3.621813823,0,0,588.6666667
77,3032,258,132,35,2791.274942,24,564,19,22,479,2792,564,5407,762,2370,32,1619,659,632,53,19128,5316,1.812947586,11131,447,13766,15.77687608,9,17289,4694,10699,10281,5272,3973,593,43868,16.2,62.7033239,14.49541284,46.59079856,1232,80.49494098,13.6,10.80086901,2103,7.82045067,1767,28.125,28.33909711,5.706031058,57.3,170.4,1038,91.86369642,MICHIGAN,BRANCH,MI,191.930111,0,0,0,87
898,13543,1019,503,199,12120.94888,81,1941,101,78,1684,8325,1941,15783,1512,8325,77,4711,2032,1494,117,63634,19429,1.187055443,33014,1252,45605,15.4767985,32,56154,14767,32439,34225,16098,12349,1674,135099,22.8,30.97703936,15.43810848,49.20379839,12,74.03345281,14.6,20.64268243,1925,7.338091258,1617,41.55844156,41.74912914,4.446296241,73.4,662.8,2626,79.7725948,MICHIGAN,CALHOUN,MI,668.9277845,5.80899606,0,0,900.6666667
121,3520,312,167,35,852.4426035,8,698,28,9,508,2808,698,5274,406,2820,47,1897,695,608,63,25042,6540,0.821047948,11622,459,18997,17.91279048,11,22202,5668,12082,12660,6218,3788,595,52242,18.4,71.18161131,13.96039604,40.12638231,1342,66.53361345,11.8,9.539592033,1185,8.649085736,826,23.40425532,29.1342493,4.872185271,63.7,232.7,559,87.48430783,MICHIGAN,CASS,MI,166.9449082,3.270717268,0,0,82.66666667
53,1669,109,79,13,346.2281885,23,308,10,33,148,1089,308,3825,87,1565,12,1379,407,322,17,12797,3387,0.351884808,5501,328,9533,20.13987626,4,11613,2814,5644,5704,3103,1834,341,26023,11.6,70.40348376,13.78247468,25.94670407,824,74.64076246,12.9,7.052760071,1374,8.460482556,1184,33.33333333,29.57122608,5.563234278,60.2,203.9,990,94.75445141,MICHIGAN,CHARLEVOIX,MI,167.3467812,0,0,0,43.33333333
51,1708,90,78,30,1687.238224,15,375,28,12,176,1524,375,3783,20,1855,19,1098,517,329,21,10452,2833,0.079990401,5330,320,7569,23.10818657,7,9507,3125,5208,5576,3417,1644,321,25835,20.1,82.72789844,15.7336726,31.56384505,630,81.7258567,13.7,15.95201634,2211,7.771239749,1658,36.84210526,32.79569893,6.120930233,58.4,196.8,638,92.82744283,MICHIGAN,CHEBOYGAN,MI,137.5655984,0,0,0,36
88,2384,157,141,33,3884.71329,23,425,18,25,248,1902,425,4408,106,1990,26,1717,580,533,28,16282,5572,0.286571684,10600,379,11173,15.22213943,11,14726,4390,7499,8709,4870,2647,435,38917,19.6,48.93821392,13.41422312,28.4762889,1465,72.11149425,15.7,12.08353015,1813,6.996483874,1623,42.30769231,31.79090545,6.568893271,72.2,226.8,2665,71.47462348,MICHIGAN,CHIPPEWA,MI,226.9863463,0,0,0,87.66666667
45,2270,187,111,43,1048.192169,13,526,15,8,353,2324,526,5336,71,2225,27,1399,861,320,45,12064,3287,0.243567753,6395,462,8175,20.81422951,8,10111,3607,6280,7153,3896,2412,407,30753,23,70.64282481,16.92658806,49.34992311,1021,71.66461917,16.5,19.60489302,764,7.530228385,2101,29.62962963,36.14649682,4.739336493,71.2,145,1798,95.59683411,MICHIGAN,CLARE,MI,155.3247258,0,125000,1,48
104,4374,380,118,33,2597.868503,29,554,26,21,297,2144,554,5554,467,3535,32,2244,635,704,39,37114,13232,0.657431652,17830,462,28851,14.33139038,11,34754,6172,18347,17945,6784,5333,902,76001,15.6,52.92642806,12.48234463,16.55057119,1124,92.13525499,9.8,6.427260935,674,8.859668452,111,34.375,23.84040988,3.745079264,31.8,137.8,402,90.76188718,MICHIGAN,CLINTON,MI,95.15049637,0,0,0,70
24,943,79,45,20,1010.896443,12,222,28,5,141,843,222,1776,30,1060,10,590,299,136,40,5866,1465,0.222684086,2849,170,3971,22.1714612,3,5088,1453,2600,3223,1575,909,168,14009,18,72.58775046,18.40277778,43.74806081,1119,72.5,13.8,19.82219491,251,7.675623054,1216,30,36.26923077,4.737025427,62.8,171.3,2694,96.10333999,MICHIGAN,CRAWFORD,MI,319.5939277,0,0,0,45.33333333
54,2052,207,103,15,2617.948107,26,458,15,20,203,1672,458,5586,106,2320,21,1668,653,377,24,18363,5080,0.302080365,7895,399,12832,19.87582692,2,15497,4053,7446,8514,4390,2707,414,36884,19.2,43.75354069,14.19828641,23.84308198,1174,85.39613527,12.5,5.700734255,2002,7.947177995,1421,9.523809524,27.55842063,4.763709881,55.1,145.5,2571,94.00892978,MICHIGAN,DELTA,MI,137.8502568,0,0,0,51
47,1347,117,92,14,2516.001696,22,293,11,24,167,932,293,3783,30,1175,12,1026,322,227,25,13307,3336,0.120481928,5585,260,9695,19.48512586,8,11377,2286,5585,5958,2482,1769,424,26220,12.8,32.76520942,10.2934735,28.02954011,1119,85.32429245,11.1,7.475557597,1542,7.961950739,1236,66.66666667,24.11817368,3.990156442,69.2,179.5,245,96.31716103,MICHIGAN,DICKINSON,MI,196.6765962,0,0,0,82.66666667
301,7113,550,267,67,5769.578335,43,1066,42,70,644,3609,1066,11903,1095,5345,60,3478,1469,1037,91,54110,19047,1.075501164,26048,1086,42073,15.20165173,16,49900,9281,24739,27260,10187,8007,1651,108008,19.7,37.97177034,12.32702952,23.62435803,1183,75.27225924,11.1,8.867853106,1805,8.403052915,60,26.66666667,28.75217268,4.061887975,49.5,278.6,608,84.60590905,MICHIGAN,EATON,MI,182.1693517,1.720628215,0,0,193.6666667
84,1956,163,94,26,1906.967958,42,320,28,29,177,1206,320,4714,48,1960,24,2130,471,374,28,18480,4802,0.15410794,7286,333,11787,18.03129272,0,15235,3617,7292,7732,3946,2367,421,32915,18.9,74.88835872,14.16696784,22.89187791,796,80.59382423,14,11.31856986,1558,7.775521312,914,0,26.82391662,4.954954955,57.3,255.7,295,91.97560976,MICHIGAN,EMMET,MI,126.2779327,0,0,0,41.66666667
3171,43716,4007,1447,450,38126.25921,388,5880,278,265,4956,31570,5880,41220,1755,30590,195,17414,5999,3988,383,184149,65643,0.440934832,105645,3490,134278,14.65411751,65,157757,40156,104988,110509,43672,39442,5998,418408,23.7,16.75520797,18.10219842,44.84702603,212,71.83244415,17.4,14.74841176,1834,6.774727142,1151,33.33333333,41.63904446,3.693071324,66.8,751.3,1602,72.60201918,MICHIGAN,GENESEE,MI,808.6597831,11.9298264,0,0,3417
47,1476,139,112,40,838.5203648,8,454,10,6,197,1544,454,4845,97,1965,17,1193,749,321,31,9537,2782,0.395966853,5077,459,7035,23.91696751,9,8517,2761,5060,5400,3056,1704,325,25484,22.5,88.58010276,17.35865724,36.48148148,778,79.66923077,15.8,21.72496198,886,7.682745529,375,52.94117647,29.16996047,6.012361866,85.9,181.8,823,96.7751938,MICHIGAN,GLADWIN,MI,174.9633873,0,0,0,45
26,957,62,76,11,1218.714039,13,257,28,8,107,793,257,2413,17,855,7,711,202,153,16,6946,2172,0.109261521,3718,168,4747,22.06540662,5,6095,1720,2666,3333,1856,1004,154,16084,13.8,68.16825957,11.71232877,32.10321032,1119,78.50649351,15,9.468881811,2112,7.412000658,1279,71.42857143,35.89647412,5.454545455,92.3,159.7,1561,90.9468593,MICHIGAN,GOGEBIC,MI,196.6765962,0,0,0,82.66666667
249,5516,467,225,64,3323.193944,135,837,37,78,454,2797,837,10214,364,5175,50,3716,982,875,63,46582,14733,0.44119073,21674,723,33677,15.84073974,9,41788,9656,18964,19336,10434,6656,1064,89112,14.2,48.02381993,14.96529786,23.47952007,1403,83.13486842,12.1,10.72542412,1563,8.362539785,823,18,29.08669057,4.405840886,52.3,281.8,356,93.12863841,MICHIGAN,GRAND TRAVERSE,MI,165.7903826,0,0,0,144
101,2975,229,110,18,1057.972781,27,494,23,16,342,2171,494,5181,166,2125,29,1723,714,390,35,18502,5754,0.414730425,10764,420,12838,15.61467323,4,16070,3811,8945,11096,4159,3269,636,42063,19.2,60.15632357,14.4361413,30.82191781,410,82.49213837,14.1,6.037533332,146,8.10158798,1529,13.79310345,33.2588038,4.185447521,51.6,239.6,2814,87.33951921,MICHIGAN,GRATIOT,MI,139.4486539,0,0,0,57.66666667
70,2936,246,141,33,739.6221424,16,589,21,13,404,2732,589,5176,166,2570,38,1815,702,616,68,19203,5444,0.378261365,10401,409,14472,16.7795107,12,18262,4900,10844,12882,5465,3832,565,46229,19.2,69.12697053,14.68151957,31.36158982,477,75.03097345,13.9,9.997667211,644,8.235305551,264,31.57894737,27.07488012,5.49411345,59.9,150.5,1178,95.72640395,MICHIGAN,HILLSDALE,MI,196.6765962,0,0,0,91.33333333
41,1611,133,96,10,1605.984094,32,373,15,18,173,1536,373,4092,310,2645,16,1447,465,404,35,16403,5088,0.901058017,7291,356,10585,15.64348302,9,15099,4112,7403,10116,4468,2839,403,36520,19.4,37.81533253,18.90636169,17.10162119,514,87.43176179,15.4,3.949057163,2127,7.646427245,1193,56.25,21.76144806,5.21223068,53.1,111.9,2517,93.31008934,MICHIGAN,HOUGHTON,MI,95.21608505,0,0,0,34.33333333
47,1884,174,106,15,3800.197881,19,480,10,14,163,1493,480,5669,110,1725,15,1282,720,351,30,15783,3498,0.349639236,6704,485,10874,22.4255306,3,13689,3435,6746,7415,3747,2238,404,32463,14.3,89.46192403,11.96255201,21.98246797,1119,84.00371287,12.4,6.302706382,2315,7.510300571,1652,20,27.92766084,5.077390424,63,143.8,1679,96.01883562,MICHIGAN,HURON,MI,123.8484269,0,0,0,38
1962,20288,1955,594,198,37755.21423,294,2539,133,198,2339,16645,2539,23316,6000,20960,91,11004,2801,3116,165,141735,52000,2.262528753,70591,1963,97474,11.18332547,24,128379,27898,57622,97785,30572,24392,3285,281723,19.7,13.20635825,19.27799494,23.9198241,412,70.94246575,16.3,10.03311435,1719,6.529445709,1047,26.37362637,35.20877443,5.22371796,42.2,696.7,2904,72.08930967,MICHIGAN,INGHAM,MI,561.4028188,3.749749806,625000,1,1522.666667
127,4701,355,196,46,1088.411962,19,686,27,26,542,2889,686,4976,308,3280,54,2420,691,607,71,29128,9754,0.512811975,17875,478,20960,12.24410003,16,25430,6218,15748,14871,6752,5599,880,63941,19.9,60.53829904,14.48443365,36.4467756,1126,82.79772727,13.4,10.16388154,36,8.322638139,414,29.62962963,29.8514097,3.783345799,60.6,198.5,1441,88.91358102,MICHIGAN,IONIA,MI,193.1258092,0,0,0,118.3333333
32,1595,93,75,15,2672.13745,15,475,10,14,166,1371,475,5624,86,1505,18,1116,798,217,23,9892,2277,0.345187445,4450,514,7166,27.2626888,8,8528,2760,4522,5198,2953,1492,377,25357,12,58.9060146,13.4375,31.93535975,1119,69.23740053,15.1,8.068159814,1983,7.091489229,1639,44.44444444,35.27200354,4.681769148,56.7,125.3,2948,95.08286643,MICHIGAN,IOSCO,MI,227.2962083,0,0,0,58.66666667
23,628,34,64,0,671.5603921,7,166,28,4,73,503,166,2342,104,670,10,476,223,115,14,5362,1154,0.91605743,2096,164,3611,27.28057306,6,4502,1251,1996,2260,1353,668,109,11587,9.5,72.85266988,12.44196843,32.30088496,1119,83.53211009,11.6,0,304,8.269355382,1622,60,31.46292585,5.411764706,106.2,195,751,96.00374118,MICHIGAN,IRON,MI,185.8069564,0,0,0,19
254,4076,364,125,40,2778.668216,35,547,25,33,483,3011,547,4691,237,5860,39,2462,663,720,46,36771,9193,0.355994833,14417,404,23555,10.22983134,15,30362,8799,12129,35868,9388,4990,559,70617,15.1,46.58872723,23.6242693,13.46604216,1174,77.59838998,17.3,8.297240338,2200,7.312538884,1869,38.46153846,33.60540853,5.399325084,36,359.7,2265,87.24446458,MICHIGAN,ISABELLA,MI,167.8625662,0,0,0,115.3333333
681,11856,1129,426,78,15796.50378,74,1884,85,88,1748,10588,1884,17236,798,9225,81,6012,2183,1556,137,70432,23536,0.529016348,40186,1350,53552,15.0496853,31,64724,14855,36595,39722,16252,13604,1986,160309,19.9,41.82329889,15.22026068,44.00584059,1085,75.69486405,14.1,6.88390992,1989,7.338910744,1958,38.27160494,32.39786856,4.111398827,52.7,426.3,2529,85.75120456,MICHIGAN,JACKSON,MI,400.1587965,3.706720726,0,0,631.6666667
1755,19899,1800,746,188,22108.03655,247,2501,148,167,2092,11559,2501,21595,1891,16170,123,8739,2311,2547,182,124854,46649,0.803562702,62399,1666,95381,12.83054443,32,114642,25813,55858,69629,28020,21849,2635,254580,19.4,17.54716755,16.25860942,30.04495253,191,74.36641366,15.2,10.92014412,1793,7.225899489,1102,26.01626016,35.62426152,4.368932039,60.4,696.2,2989,79.59164262,MICHIGAN,KALAMAZOO,MI,429.7895982,3.368980634,0,0,1065
44,1150,106,65,12,485.9327987,7,243,10,6,171,933,243,2476,23,1255,28,769,366,196,31,8003,1831,0.142027912,3970,229,5197,17.9952044,8,6663,2102,3795,3835,2279,1383,199,17099,18,84.44586953,17.3582296,44.589309,795,75.91708543,13.8,9.851003571,278,8.125953606,29,28.57142857,30.3030303,4.863523573,74.7,256.4,2328,95.57589182,MICHIGAN,KALKASKA,MI,308.684726,0,0,0,52
3621,49793,4794,1605,388,31572.86882,540,4896,359,404,5757,35821,4896,35588,14452,35810,263,20361,3648,7081,449,311023,110382,2.575668735,163318,2319,231160,11.61764275,83,281087,61975,156816,153477,68190,63643,8022,614462,17.2,15.67533213,15.76317817,37.51050646,300,75.26028422,13.3,9.286017722,1789,7.976481086,1183,31.55893536,31.75249975,4.346091525,53.6,595.1,101,75.78234716,MICHIGAN,KENT,MI,416.9370315,3.446357093,0,0,2516.666667
10,77,224,118,0,125.3671012,23,487,28,0,308.5,98,31,5076,1,140,6,116,53,31,40,952,235,0.048309179,397,29,557,28.66817156,3,818,227,367,10198.5,257,3017,593,2215,18,100,14.65968586,31.30579491,1119,78.50649351,15.1,0,2253,7.558148646,1687,50,20.98092643,7.416267943,62.9,460.2,1,98.20708203,MICHIGAN,KEWEENAW,MI,123.2475736,0,0,0,2.666666667
23,844,56,51,13,809.5630931,2,206,28,7,103,1010,206,1893,47,690,9,465,311,137,20,3826,915,0.425377862,2134,172,2500,25.52617847,3,3181,1407,2063,1946,1534,749,593,11498,17.4,100,16.91176471,52.9290853,1496,78.50649351,17.1,15.91012006,1869,7.035194466,767,33.33333333,40.91129423,6.471421823,87.7,199.3,761,85.9804946,MICHIGAN,LAKE,MI,323.5103817,0,0,0,36.66666667
122,4751,467,219,75,2856.139648,40,957,43,36,505,3168,957,8495,581,4730,41,4718,1180,1001,88,39996,12208,0.691304555,20725,812,29437,14.74941309,9,35436,9048,21095,22951,9938,6241,1396,88173,14.7,77.34802251,14.36162138,22.00339855,1012,85.74606017,13.4,11.85410911,29,8.16416402,1990,21.95121951,22.52192463,4.640919839,48.7,138.5,576,92.78618544,MICHIGAN,LAPEER,MI,157.086274,1.896657457,0,0,140
36,859,71,47,0,956.5493561,9,186,28,9,78,560,186,2804,217,1360,10,765,258,328,18,10292,2458,1.043670643,3612,192,7111,26.49604295,3,9273,2298,4123,4926,2584,1234,213,21607,17.3,91.26128616,14.54545455,15.83434836,632,78.88497653,10.3,0,1,8.660611584,2100,30,20.83434392,7.80394956,43.2,167.8,467,91.06532385,MICHIGAN,LEELANAU,MI,56.78853179,0,0,0,12.33333333
206,6942,593,248,45,6499.517055,32,1076,60,41,894,4137,1076,11830,771,5485,68,3910,1631,895,104,44053,14588,0.818497404,23787,1019,34925,15.77075778,19,42056,8872,22681,25996,9653,8020,1312,98987,15.7,51.82196773,14.49907481,34.38990614,1354,78.46379573,13.1,6.362528384,9,7.885139695,337,27.94117647,30.60711609,3.829860071,49.1,207.2,1161,87.5045299,MICHIGAN,LENAWEE,MI,250.1923881,0,0,0,237.3333333
249,8588,807,411,114,7050.353996,84,1516,71,105,541,3799,1516,12951,788,8800,83,7547,1432,1582,126,88142,32740,0.458518079,43899,1156,72991,13.40038723,31,86056,14484,45742,44022,15875,12531,2461,182838,15.9,36.90507109,13.08258381,12.28930989,713,83.03900853,9.8,9.041827972,1932,8.813115306,1962,37.34939759,18.77486774,3.414560446,45.3,137,740,95.20293584,MICHIGAN,LIVINGSTON,MI,98.25537248,1.189714207,0,0,179
7,351,34,29,0,304.4076025,8,96,28,3,58,344,96,967,45,390,7,266,133,76,12,2509,706,0.716218367,1826,92,1813,19.34989267,1,2213,636,1168,1147,706,424,62,6522,18,51.36480169,15.75757576,50.56669573,1119,87.5,15.7,0,2224,7.565299505,951,14.28571429,30.05136986,6.333333333,86.7,106.3,2919,79.75206612,MICHIGAN,LUCE,MI,420.5811667,0,0,0,25.66666667
17,553,46,51,10,1307.251591,10,178,28,6,42,484,178,1839,84,625,17,607,238,192,16,5648,1284,0.785340314,2170,149,3213,23.84843315,10,4388,1623,1970,2179,1794,631,593,11137,19.2,77.22487177,12.69035533,19.27489674,1119,78.50649351,13.8,12.54941332,2010,7.201403101,1167,58.82352941,28.07106599,8.959402707,90.4,154,1232,75.34061175,MICHIGAN,MACKINAC,MI,229.6035512,0,0,0,25
1950,52781,5588,2430,1123,37651.19301,482,9284,384,667,3660,33432,9284,88231,19650,51065,226,41530,11256,7780,429,399986,147361,2.477016689,220814,6839,323793,14.95828923,62,372677,91794,191576,186750,98573,66840,11549,847383,20.3,2.805305252,15.45925164,19.59839357,1485,75.42133518,14,19.23115125,1619,7.915876333,1673,27.43362832,27.55094584,3.939639457,58,231.6,1068,83.18422174,MICHIGAN,MACOMB,MI,315.6982905,3.698956963,0,0,2644.666667
35,1422,134,101,27,839.5801499,14,349,28,14,171,1127,349,4032,60,1530,15,1092,514,266,24,10753,2725,0.253335585,5123,322,7356,21.77367056,3,9160,2623,4494,4674,2861,1490,227,24672,26.6,61.16120163,14.23918101,36.58536585,777,78.28193833,13.8,15.42724909,1947,8.067807156,1687,20,31.64218959,5.50838683,80.9,141.6,1611,90.18870974,MICHIGAN,MANISTEE,MI,159.4831664,0,0,0,39.33333333
142,2984,312,176,45,3467.433317,78,709,18,53,265,2191,709,7354,183,3455,31,2655,857,547,43,34385,10767,0.287248069,15338,567,24428,15.48169529,9,30324,6895,12286,18997,7364,4563,703,67906,11.5,41.48963132,13.475039,13.94957099,1009,83.1059744,12.9,9.699969176,1627,8.063440838,984,29.03225807,24.28780726,4.224916969,52.9,209.8,23,92.95620384,MICHIGAN,MARQUETTE,MI,163.4666974,0,0,0,108.6666667
35,2034,162,75,16,589.5934078,20,354,15,15,240,1633,354,4432,117,1750,20,1314,566,316,26,14532,3676,0.431909631,5988,377,9759,20.16736402,7,12189,3104,6117,6767,3385,2174,402,28680,17,62.68942693,14.20454546,35.46623319,972,77.59328358,14,7.954262988,2045,8.166737781,1427,35,33.25159392,4.966210907,52.2,122,1638,92.59129949,MICHIGAN,MASON,MI,245.0638792,0,0,0,70.33333333
120,2365,199,118,18,4302.811737,22,437,26,22,309,2299,437,4034,260,3310,32,1847,503,460,39,19872,4965,0.638162093,8486,332,12811,16.05337273,9,16686,5121,8270,14972,5533,3017,540,43318,16.8,66.72508061,20.58457711,20.63852525,1060,69.66203704,16.1,6.018476724,2087,6.919988212,1826,28.125,28.59733978,5.172607669,55.2,277.1,1272,92.10550628,MICHIGAN,MECOSTA,MI,524.9488431,0,0,0,222.3333333
44,1869,96,66,0,504.5173681,8,275,28,15,170,1122,275,3060,76,1430,16,879,325,283,27,12244,2892,0.331776313,4987,255,8133,20.39890825,9,10093,2643,4959,5210,2899,1504,351,23815,24.7,64.33476216,13.19188192,32.62955854,716,69.3945869,11.4,0,1841,8.680201027,292,56.25,37.68905021,5.539244471,54.4,183.9,715,94.31789737,MICHIGAN,MENOMINEE,MI,135.3397996,0,0,0,28
191,4391,449,210,59,5950.55167,76,793,30,55,460,3062,793,10014,370,4210,40,2983,1181,841,69,41829,14414,0.467525904,19916,819,31127,15.4243516,9,36392,6852,19436,21049,7595,6180,1215,83822,14.9,42.78061438,12.54469607,21.85376978,822,83.1345679,10.9,10.06561416,1793,8.260570999,1168,22.5,22.59209714,4.18574557,50.2,227.2,2464,92.82151997,MICHIGAN,MIDLAND,MI,143.5312702,0,0,0,119.3333333
28,1052,65,50,11,613.0050472,4,197,28,2,130,837,197,1826,45,845,16,623,225,249,18,5744,1571,0.320535651,3193,149,4742,18.36205176,4,6017,1749,3572,3569,1975,1192,190,15031,11.9,100,14.54388985,36.42476884,948,81.81578947,14.3,10.47090516,1364,7.892197789,508,25,29.45128779,6.673813991,66.8,187.8,220,95.49742423,MICHIGAN,MISSAUKEE,MI,31.33463148,0,0,0,4.666666667
353,10020,850,423,149,7167.767155,54,1674,64,52,1053,5636,1674,14446,552,8030,117,5543,2251,1228,129,69315,21964,0.385235433,36852,1207,56959,14.58807796,47,65955,11961,36334,38617,13034,11762,2216,151048,23,37.55599555,13.77358491,27.26778362,1088,79.90094765,11.7,13.95787158,311,8.349643158,220,40.17094017,27.57747564,3.299656062,55.4,232.9,874,92.37512285,MICHIGAN,MONROE,MI,247.2023843,1.87353981,0,0,366.3333333
123,4747,340,216,48,2198.701703,23,762,32,25,646,3349,762,7034,340,3995,42,2747,1008,739,81,24978,8157,0.571370954,16080,580,19375,15.12433238,17,24093,6752,15076,16076,7418,5458,762,63097,16,84.61842064,17.26820834,40.1841254,710,86.38451444,15.4,10.78792292,86,7.740993031,190,40.47619048,31.48713187,4.734144779,68,194.7,2444,92.4346891,MICHIGAN,MONTCALM,MI,238.9139852,3.146477518,0,0,137.3333333
11,600,37,28,0,112.1446967,7,196,28,4,40,499,196,1574,5,680,6,539,243,101,12,3495,817,0.053395985,1625,141,2358,28.19755171,3,2933,1101,1567,1755,1194,490,593,9476,15,100,15.68627451,22.79202279,1119,78.50649351,17.5,0,2346,7.562925815,1382,50,38.28972559,6.095353048,56.4,114,2799,96.62148071,MICHIGAN,MONTMORENCY,MI,103.9849725,0,0,0,10.33333333
1208,15731,1384,568,175,24656.78735,121,2074,106,90,2147,13469,2074,14723,1071,11000,86,7293,1981,1815,137,83069,23873,0.667464383,42480,1046,55888,14.39165129,30,66709,17793,42194,44121,19418,16114,2422,170182,23,23.31463284,16.72240803,48.66163505,1476,70.89017341,15.7,14.43160902,2030,6.558061975,1414,34.88372093,37.28255202,4.161221542,65.6,705.2,2648,77.43161139,MICHIGAN,MUSKEGON,MI,437.1841942,2.886321803,125000,1,755.3333333
89,2958,283,167,48,682.9166788,19,667,28,22,575,3063,667,4040,636,3005,39,1824,554,717,70,21535,5246,1.398263164,10892,305,14860,16.75389395,12,18617,5757,11731,12570,6402,4268,704,47959,22.1,83.84028064,15.85751979,45.74383453,821,74.07528409,13,13.96969159,2231,8.432790241,82,30.76923077,25.21524167,5.805668016,68.2,184.1,2006,91.04517674,MICHIGAN,NEWAYGO,MI,240.5757226,0,0,0,116
3690,70758,7808,2590,594,55266.12895,1773,11144,517,1215,4844,39074,11144,115689,21840,75825,293,53238,12854,11621,588,587709,247038,1.917991799,315667,9054,487379,14.16352014,73,567259,106823,279779,274855,117057,96757,17108,1220657,17.3,4.786661588,15.76272244,17.62383802,314,78.40036825,13.6,7.06135773,1513,7.98323721,840,24.91467577,25.29067586,4.058121831,43.1,304.9,2418,74.58181197,MICHIGAN,OAKLAND,MI,246.3796162,3.851649671,125000,1,2958
49,1672,191,95,18,545.1473931,13,348,19,7,360,2232,348,3389,995,1510,15,1506,432,529,40,13575,2716,3.998874689,5778,257,7766,18.02736602,5,10366,3758,6468,6815,4239,2549,296,26310,15.9,89.89085435,15.13784461,52.8246515,994,69.45945946,14.5,9.464568337,737,8.067317417,1882,33.33333333,25.85034014,7.746375751,70.3,184.7,1322,83.2766054,MICHIGAN,OCEANA,MI,186.4872705,5.258093521,0,0,45
